"","arrests_B","arrests_W","arrests_total","ct_pop","ct_white","ct_black","arrests_total_sir","arrests_W_sir","arrests_B_sir","sptRE","sptRE_W","sptRE_B"
"154",86,98,184,5228,4046,893,1.02952064709844,1.10743914486899,0.849825098936879,1.15645003318787,1.02199339866638,1.30156099796295
"155",91,147,241,4916,3292,1312,1.43397824693077,2.04110238416874,0.612247746487079,-0.116285815834999,0.126215040683746,-1.69631278514862
"156",79,155,236,4981,3407,1209,1.38591382899665,2.07963539882236,0.576760534893191,-2.16506767272949,-2.5454249382019,-1.03101348876953
"157",94,164,260,5130,3493,1158,1.48253227759936,2.14628428437456,0.716473407415497,-0.592585980892181,-0.624609172344208,-0.911231577396393
"158",63,111,174,5060,3743,822,1.00587376326276,1.35576088014264,0.676260819425446,1.10359084606171,1.01241219043732,1.16920709609985
"159",90,162,255,5044,3962,797,1.47879868281225,1.86943259950865,0.996357191208462,-0.219238340854645,-0.368885397911072,0.00593182910233736
"160",88,115,207,5382,4139,881,1.12508781692281,1.27037843996987,0.88142117454071,2.36967062950134,2.63093495368958,0.611334145069122
"161",121,133,257,5115,3904,926,1.46972111568259,1.55755594523929,1.15311398406004,1.12562930583954,1.27560889720917,-0.0397408008575439
"162",65,103,169,5603,4176,1346,0.882338363794628,1.1277470145239,0.42628035190672,-0.361118882894516,-0.414138913154602,-0.151396945118904
"163",11,15,26,4020,3335,470,0.189159038432849,0.20559401967498,0.20634375022053,0.971121370792389,1.14616417884827,1.4137669801712
"164",8,24,33,4047,3341,549,0.238485866456123,0.328360487681471,0.128508359714279,1.32791662216187,0.94770359992981,2.24773478507996
"165",7,28,35,4201,3559,463,0.243673768082081,0.359652072026027,0.133291122240825,-1.65004253387451,-1.34077847003937,-1.9476592540741
"166",8,14,22,4285,3582,600,0.150165856723556,0.178672847759698,0.117601206422837,-0.380157917737961,-0.386243164539337,-0.319286495447159
"167",4,18,23,4498,3843,509,0.149562172974839,0.214139049476155,0.0692948767310353,1.19914376735687,1.2601124048233,0.831662118434906
"168",13,33,46,4786,4016,629,0.281135386233333,0.375695716024145,0.182303573836797,1.62404191493988,1.70089137554169,1.22243428230286
"169",2,13,15,4809,4084,595,0.0912363972089671,0.145539828430838,0.0296469967323767,-0.685683369636536,-1.58387076854706,0.803046643733978
"170",7,12,19,5044,4180,671,0.110184999895815,0.131262409077293,0.0920271808455852,-1.463747382164,-1.22642135620117,-1.12798619270325
"171",9,11,20,5114,4278,628,0.114397536419504,0.117570453651776,0.126410855827416,-1.71370232105255,-1.44380390644073,-1.84516656398773
"172",0,3,3,10451,8353,882,0.00839919533024269,0.0164305300022836,0,-0.618224918842316,-0.575131177902222,-0.173541486263275
"173",0,6,6,10451,8518,924,0.0167983906604854,0.0322248586888286,0,-1.31785202026367,-1.14486455917358,-0.500472187995911
"174",1,43,44,10824,9515,891,0.118944223992189,0.206757613698721,0.00990384634514646,-0.808846235275269,-0.707999587059021,-0.214195162057877
"175",0,4,4,10985,9677,986,0.0106546727473114,0.0189114397858666,0,0.315013557672501,0.458185791969299,-0.691475570201874
"176",0,3,3,10857,9319,1073,0.00808519014762233,0.0147281907126099,0,1.0781090259552,1.53160881996155,-0.024206567555666
"177",0,6,6,10860,9222,1194,0.0161659145429025,0.0297660595323832,0,1.97198474407196,2.21512866020203,1.22547364234924
"178",0,1,1,11571,9543,1385,0.00252880388520606,0.00479421533820428,0,0.595470070838928,0.519494950771332,0.810359954833984
"179",2,5,7,11629,9349,1629,0.0176133619938359,0.0244682542651051,0.0108389050857086,-0.083138570189476,-0.460816025733948,0.344649851322174
"180",0,2,2,12732,10186,1434,0.0045965228576479,0.00898342462671561,0,-0.573691368103027,-0.529016613960266,0.0741197839379311
"181",1,0,1,5308,3934,1195,0.00551093850548643,0,0.00738623507824178,0.500438392162323,0.773337125778198,-0.000771708146203309
"182",0,5,5,5272,4142,973,0.0277427461185064,0.0551938841775923,0,-1.27973175048828,-1.28318965435028,-1.4289653301239
"183",1,0,1,5457,4263,1015,0.00536054640967237,0,0.00869497034757556,2.78172159194946,2.45670676231384,3.36267757415771
"184",0,0,0,5674,4607,871,0,0,0,-0.601751506328583,-0.325141131877899,-0.591479301452637
"185",0,0,0,5766,4958,633,0,0,0,1.07640075683594,1.17567372322083,0.8800128698349
"186",0,0,0,6467,5381,813,0,0,0,2.48566770553589,2.39433598518372,2.68592023849487
"187",1,0,1,5993,4789,967,0.00488134561849084,0,0.00912617788410337,-0.311629265546799,-0.440183818340302,-0.0504032522439957
"188",0,0,0,6101,5002,765,0,0,0,-1.97043585777283,-2.039222240448,-2.25613260269165
"189",0,0,0,6144,4906,1003,0,0,0,0.655865430831909,0.406020849943161,1.05134153366089
"190",16,91,107,4056,3749,139,0.771557751110851,1.10970296791011,1.01033644592964,1.33866536617279,1.32806396484375,1.62522327899933
"191",14,91,105,4345,3998,141,0.706810439576493,1.04066843907489,0.871582820104984,-0.243463352322578,-0.0157268643379211,-0.448182016611099
"192",18,73,91,4710,4469,118,0.565127678189372,0.746927816892026,1.33740688706662,-1.25149369239807,-1.28360736370087,-1.13632690906525
"193",15,57,72,4775,4520,125,0.441051074975397,0.576643715018898,1.0525313573281,-1.63921725749969,-2.02443194389343,-0.94682502746582
"194",15,69,84,4840,4589,89,0.507653356087901,0.687557116066921,1.47409048669017,2.48726034164429,2.28418636322021,2.70748591423035
"195",9,70,79,4995,4823,0,0.462629242315472,0.663711775833888,90,0.655654728412628,0.678225040435791,0.232737183570862
"196",25,77,102,5065,4956,0,0.589068390191188,0.710508410646354,250,-1.67655503749847,-1.3917373418808,-1.72595226764679
"197",29,78,108,4850,4650,92,0.651352216385385,0.767052474155482,2.75786025131547,-3.12336397171021,-2.83630847930908,-2.16583967208862
"198",16,69,85,4811,4618,38,0.516791454793342,0.683243687645754,3.63470118077341,0.585781395435333,0.478173553943634,0.5214963555336
"199",0,32,33,3582,3408,111,0.26941981113553,0.42921827007224,0,-1.02925729751587,-0.921887993812561,-0.891175746917725
"200",7,32,39,3729,3620,27,0.305863300249562,0.404113474293757,2.21751047993048,-2.1228928565979,-2.19010043144226,-1.44618892669678
"201",2,21,23,3743,3686,29,0.179706766302162,0.260456804402627,0.591171190039978,-0.805714964866638,-0.825907707214355,-1.02909803390503
"202",0,28,28,3972,3886,18,0.206169670108936,0.329423594847469,0,-0.831958472728729,-0.760847091674805,-0.825719892978668
"203",2,14,16,3984,3875,27,0.117456647428652,0.165178814736432,0.633574422837281,-0.125280350446701,-0.0916792154312134,-0.209091171622276
"204",5,15,20,4041,3903,15,0.144751339064509,0.175709159111323,2.78061582023038,2.17296719551086,2.26621150970459,1.93882405757904
"205",0,10,10,4132,3954,17,0.0707828515174361,0.115630283229541,0,0.322059482336044,0.417017579078674,-0.118129774928093
"206",1,18,19,4252,4078,18,0.130694523003365,0.201812846503255,0.467771613871011,-0.558449923992157,-0.535152912139893,-0.4764224588871
"207",4,14,18,4298,4157,25,0.122491607527414,0.153985840957673,1.36506128167383,0.115776941180229,0.482897162437439,-1.0166130065918
